data_domain,table_name,columns,comments,source,source_url,released_on,updated_on,rows_count,business_metadata
IIP,iip_in_andra_pradesh_sector_industry_wise,"nic_code, industry_description, weight, year, month, index_value, updated_on","Monthly Index of Industrial Production (IIP) for Andhra Pradesh at sector and industry level (Statement I, II, III), compiled from official DES Andhra Pradesh reports between 2019 and 2024.","Directorate of Economics and Statistics, Government of Andhra Pradesh",https://des.ap.gov.in/MainPage.do?mode=menuBind&tabname=reports,2025-08-23 00:00:00,2025-09-05 00:00:00,170,"Structured dataset containing sector- and industry-wise IIP data for Andhra Pradesh derived from DES monthly PDF reports (“Statement I, II, III”) for the period Jan 2019 to June 2024. Useful for tracking industrial performance and sectoral trends across time."
IIP,iip_in_andra_pradesh_sector_wise,"sector, fiscal_year, month, index_value, updated_on","Monthly Index of Industrial Production (IIP) for Andhra Pradesh by sector (Manufacturing, Mining, Electricity), extracted from DES Andhra Pradesh reports between 2019 and 2024.","Directorate of Economics and Statistics, Government of Andhra Pradesh",https://des.ap.gov.in/MainPage.do?mode=menuBind&tabname=reports,2025-08-23 00:00:00,2025-09-05 00:00:00,148,"Structured dataset providing sector-wise monthly IIP data for Andhra Pradesh from Jan 2019 to June 2024, sourced from DES “Monthly Index of Industrial Production” reports. Covers key industrial sectors for tracking production trends and economic performance at the state level."
IIP,iip_in_andra_pradesh_use_wise,"use, fiscal_year, month, index_value, updated_on","Monthly Index of Industrial Production (IIP) for Andhra Pradesh by use-based classification (e.g., primary goods, capital goods, intermediate goods, consumer goods), extracted from DES Andhra Pradesh reports between 2019 and 2024.","Directorate of Economics and Statistics, Government of Andhra Pradesh",https://des.ap.gov.in/MainPage.do?mode=menuBind&tabname=reports,2025-08-23 00:00:00,2025-09-05 00:00:00,160,Structured dataset presenting use-based monthly IIP data for Andhra Pradesh from Jan 2019 to June 2024. Covers various use categories to analyze industrial production trends and the contribution of different goods types to overall state-level industrial growth.
Macro-economic aggregates,imf_dm_export,"country, year, gdp_share_ppp, updated_on","GDP share based on Purchasing Power Parity (PPP) as a percentage of world GDP, sourced from IMF DataMapper for all countries covering 1980–2029.",International Monetary Fund (IMF) DataMapper,https://www.imf.org/external/datamapper/PPPSH@WEO/OEMDC/ADVEC/WEOWORLD,2025-08-11 00:00:00,2025-09-05 00:00:00,11577,"Structured dataset representing the percentage share of each country’s GDP (PPP) relative to the world total, as published in IMF’s World Economic Outlook DataMapper. Covers annual data from 1980 to 2029 across advanced, emerging, and developing economies; useful for comparative macroeconomic analysis and global growth distribution trends."
Insurance,irdai_nonlife_india_mth_insurer,"released_on, insurer_name, premium_month_current, premium_month_previous, premium_cumulative_current, premium_cumulative_previous, market_share, growth_pct, category, month, month_numeric, updated_on","Monthly non-life insurance business figures by insurer as published by IRDAI, including premiums, cumulative performance, market share, and growth percentages from 2020–2025.",Insurance Regulatory and Development Authority of India (IRDAI),https://irdai.gov.in/,2025-08-23 00:00:00,2025-09-16 00:00:00,503,"Structured dataset containing monthly performance metrics of non-life insurers in India. Covers total and cumulative premium values, growth rates, and market share across categories. Hindi text was excluded; only English data was retained and processed for accurate analysis."
Youth Development,youthpower_district_level_metrics,"state, district, year, y_power_score, opportunity_score, workforce_score, education_score, readiness_and_skills_score, total_population_in_lacs, total_youth_population_in_lacs, savings_per_working_age_in_lacs, mudra_loan_to_labour_force_ratio_in_thousands, csr_spending_per_capita_in_rupees, csr_share_percent, msmes_per_10k_population, trains_per_week_per_1000_sqkm, msme_micro_percent, msme_small_percent, msme_medium_percent, manufacturing_enterprises_percent, services_enterprises_percent, number_of_jobs_in_lacs, registered_unorganised_workers_in_lacs, labor_force_participation_percent, unemployment_rate, epfo_coverage_rate, salaried_regular_workers_percent, self_employed_workers_percent, casual_workers_percent, msme_micro_employment_percent, msme_small_employment_percent, msme_medium_employment_percent, number_of_schools_in_thousands, private_schools_percent, vocational_schools_percent, enrollment_ratio, ger_class_6_to_8, ger_class_9_to_12, test_scores_percent, english_score_class_10, maths_score_class_10, number_of_colleges, accredited_colleges_percent, private_colleges_percent, iti_seats_per_lac_youth, iti_vacant_seats_percent, iti_seats_top_3_trades_percent, seats_in_top_3_trades_in_thousands, trainer_vacancies_percent, certified_trainers_percent, pmkvy_enrollment_per_lac, pmkvy_assessment_percent, pmkvy_certification_percent, pmkvy_enrollments_top_3_jobs_percent, top_skill_1, top_skill_2, top_skill_3, released_on, updated_on, date_stamp",DISTRICT LEVEL - 2024,YouthPower website,https://youthpower.in,2024-10-21 00:00:00,2025-10-21 00:00:00,714,"District-level youth development scorecards measuring economic opportunity, workforce participation, education quality, and skills readiness. Composite Y-Power scores track youth progress across four key dimensions with detailed metrics on population, MSMEs, employment, schools, colleges, ITI, and PMKVY programs for policy analysis and inter-district comparisons."
Toll / Fastag,netc_india_mth_stats,"month, year, volume_in_mn, avg_daily_volume_in_mn, value_in_cr, avg_daily_value_in_cr, month_numeric","Monthly total Fastag tag issuances and transactions across India, capturing volume and value metrics along with average daily counts.",National Payments Corporation of India (NPCI),https://www.npci.org.in/what-we-do/netc-fastag/product-statistics,2025-08-11 00:00:00,2025-10-24 00:00:00,47,"Structured dataset covering monthly Fastag issuance and transaction statistics for India from 2016 to June 2025. Includes total volume, average daily volume, total transaction value, and average daily transaction value."
GST,ewb_state_mth_stats,"state_name, year, month_numeric, within_state_no_of_suppliers, within_state_no_of_ewb, within_state_assessable_value_crore, outgoing_no_of_suppliers, outgoing_no_of_ewb, outgoing_assessable_value_crore, incoming_no_of_suppliers, incoming_no_of_ewb, incoming_assessable_value_crore","Monthly E-way bill statistics by state including number of suppliers, number of EWB generated, and assessable value for within-state, outgoing, and incoming transactions.",GST Council / gst.gov.in,https://www.gst.gov.in/download/gststatistics,2025-08-11 00:00:00,2025-10-24 00:00:00,3246,"Structured dataset capturing monthly E-way bill activity for all Indian states from 2017 to 2025. Includes counts and assessable values for within-state, outgoing, and incoming transactions."
"Transportation, Logistics and Mobility",tlm_state_yr_transport_access,"state_ut, year, urban_low_capacity_transport_access_pct, urban_high_capacity_transport_access_pct, rural_all_weather_road_access_pct, released_on, updated_on",Percentage of urban population having convenient access to low- and high-capacity transport facilities and percentage of rural population with all-weather roads within 2 km from residence for each State/UT.,Ministry of Statistics and Program Implementation | Government Of India,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?page=0&search=&product=CAMS,2025-08-11 00:00:00,2025-10-24 00:00:00,37,"Structured annual dataset (Jun 2022 – Jun 2023) capturing transport access metrics for urban and rural populations by State/UT, based on the Household Consumption Expenditure Survey, Table 23."
Household consumption expenditure survey,hces_state_yr_assets,"state_ut, year, telephone_mobile_rural, telephone_mobile_urban, telephone_mobile_all, computer_rural, computer_urban, computer_all, released_on, updated_on","Percentage of households possessing different assets such as telephone, mobile, and computers across rural, urban, and all categories for each State/UT.",Ministry of Statistics and Program Implementation | Government Of India,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?page=0&search=&product=CAMS,2025-08-11 00:00:00,2025-10-24 00:00:00,37,"Structured annual dataset (Jun 2022 – Jun 2023) capturing household asset ownership at state and rural/urban level, based on the Household Consumption Expenditure Survey, Table 22."
Environment,env_state_yr_river_water_quality,"state_ut, year, temperature_min_c, temperature_max_c, dissolved_oxygen_min_mg_l, dissolved_oxygen_max_mg_l, ph_min, ph_max, conductivity_min_umho_cm, conductivity_max_umho_cm, bocd_min_mg_l, bocd_max_mg_l, nitrate_min_mg_l, nitrate_max_mg_l, faecal_coliform_min_mpn_100ml, faecal_coliform_max_mpn_100ml, total_coliform_min_mpn_100ml, total_coliform_max_mpn_100ml, released_on, updated_on","State-wise river water quality indicators for 2022, including temperature, dissolved oxygen, pH, conductivity, BOD, nitrate, and coliform counts (both min and max). Data derived from EnviStats India, Statement 1.26.",Ministry of Statistics and Program Implementation | Government of India,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?page=2&search=&product=Time+Use+Survey%2CEnviStats+India,2025-08-23 00:00:00,2025-10-25 00:00:00,32,"Structured annual dataset for 32 states capturing multiple river water quality parameters, sourced from EnviStats India (2022), useful for monitoring environmental health and inter-state comparisons."
Ministry of Corporate Affairs,company_india_annual_type_mca,"financial_year, company_type, paid_up_share_capital_crore, number_of_companies, percentage_of_total_companies","Annual report showing the total number of companies in India categorized by company type (Public, Private, Government/Non-Government) along with their paid-up share capital and share of total companies.",Ministry of Corporate Affairs (MCA),https://www.mca.gov.in/content/mca/global/en/data-and-reports/company-llp-info/puc-range-wise.html,2025-08-23 00:00:00,2025-10-25 00:00:00,24,"Structured annual national-level dataset presenting the distribution of companies by ownership and paid-up capital size, useful for analyzing corporate structure trends in India."
EPFO,epfo_nat_ind_exempted_establishments_list,"est_id, est_name, month, month_numeric, released_on, updated_on","List of establishments exempted under the Employees’ Provident Fund Organisation (EPFO) Act, published by EPFO. Dataset provides establishment IDs, names, and exemption month details for compliance monitoring and policy evaluation.","Employees’ Provident Fund Organisation (EPFO), Government of India",https://www.epfindia.gov.in/site_en/Exempted_list.php,2025-09-01 00:00:00,2025-10-24 00:00:00,1279,"Structured national-level dataset listing exempted establishments under EPFO, last updated in August 2024. Useful for identifying compliance patterns, sectoral distribution, and policy impact of exemption coverage."
Insurance,ins_nat_yr_fin_highlights,"category, company_name, no_of_employees, no_of_agents_brokers, no_of_offices, no_of_policies, no_of_point_of_sale_personnel, fdi_rs_cr, capital_free_reserves_rs_cr, financial_year, released_on, updated_on","Annual financial highlights of insurance companies including workforce strength, agents, offices, policy count, FDI inflows, and capital/reserve details for the financial year 2025. Covers both life and non-life insurers.",Insurance Regulatory and Development Authority of India (IRDAI),https://www.gicouncil.in/statistics/industry-statistics/financial-highlights-for-homepage/,2025-08-23 00:00:00,2025-10-25 00:00:00,161,"Structured national-level dataset presenting key financial and operational indicators of insurers, valuable for analyzing industry size, capital structure, and distribution network."
"Energy, Power and Renewable Resources",energy_nat_ann_petroleum_products_consumption,"month, year, products, quantity_000_metric_tonnes, updated_date","Annual petroleum product consumption data for India, detailing quantities (in thousand metric tonnes) across major petroleum categories such as LPG, Naphtha, Motor Spirit, ATF, SKO, HSD, LDO, Lubricants, Furnace Oil, Bitumen, Petroleum Coke, and others. Extracted from the official data.gov.in dataset.","Ministry of Petroleum and Natural Gas, Government of India",https://www.data.gov.in/datasets_webservices/datasets/7492382,2025-09-01 00:00:00,2025-10-24 00:00:00,492,"Structured annual dataset containing national-level consumption volumes for key petroleum products, last updated in August 2025. Useful for analyzing energy demand trends, refining sector performance, and fuel consumption patterns across India."
"Energy, Power and Renewable Resources",energy_wld_nat_mth_crude_petroleum_trade,"month, year, products, trade, quantity_000_metric_tonnes, value_rs_crore, value_usd_million, date_updated","Monthly dataset providing details on India’s crude oil and petroleum product imports and exports, including traded quantities (in thousand metric tonnes) and values (in crore INR and million USD). Data is segmented by product category and trade type (import/export).","Ministry of Petroleum and Natural Gas, Government of India",https://www.data.gov.in/datasets_webservices/datasets/7658253,2025-09-01 00:00:00,2025-10-24 00:00:00,364,"Structured dataset offering monthly and annual statistics on crude oil and petroleum product trade by Indian oil companies. Includes information on product category, trade type, and trade value, facilitating analysis of India’s energy import-export balance and dependency trends."
"Energy, Power and Renewable Resources",energy_nat_mth_crude_oil_prod,"month, year, company_name, quantity_000_metric_tonnes","Monthly dataset providing production statistics for indigenous crude oil in India, categorized by producing companies.","Ministry of Petroleum and Natural Gas, Government of India",https://www.data.gov.in/datasets_webservices/datasets/7526643,2025-09-01 00:00:00,2025-10-24 00:00:00,168,"Structured dataset containing monthly indigenous crude oil production data for India. Enables analysis of company-wise production performance, national output trends, and contribution to India’s overall energy self-reliance."
"Energy, Power and Renewable Resources",energy_nat_mth_petroleum_prod,"month, year, products, quantity_000_metric_tonnes, updated_date",Monthly dataset detailing the production volumes of various petroleum products by Indian refineries and fractionators.,"Ministry of Petroleum and Natural Gas, Government of India",https://www.data.gov.in/datasets_webservices/datasets/7526631,2025-09-01 00:00:00,2025-10-24 00:00:00,360,"Structured dataset representing monthly production data of petroleum products across India, enabling analysis of refinery output trends, product-specific production patterns, and national energy supply dynamics."
Ministry of Corporate Affairs,mca_nat_mth_comp_closed,"cin, company_name, month, month_numeric, year, released_on, updated_on",Monthly data on companies closed under the Ministry of Corporate Affairs from January 2020 to July 2025.,"Ministry of Corporate Affairs, Government of India",https://www.mca.gov.in/content/mca/global/en/data-and-reports/company-llp-info/incorporated-closed-month.html,2025-08-23 00:00:00,2025-10-24 00:00:00,9338,"Structured dataset listing companies that ceased operations, categorized by month and year. Useful for analyzing business closure trends, economic health indicators, and sectoral exit patterns in India."
Ministry of Corporate Affairs,mca_nat_mth_companies_registered,"cin, class, company_name, date_of_registration, company_type, activity_code, released_on, updated_on",Monthly data on companies registered under the Ministry of Corporate Affairs from January 2020 to July 2025.,"Ministry of Corporate Affairs, Government of India",https://www.mca.gov.in/content/mca/global/en/data-and-reports/company-llp-info/incorporated-closed-month.html,2025-08-23 00:00:00,2025-10-24 00:00:00,177562,"Structured dataset providing monthly records of newly registered companies across India. Useful for analyzing entrepreneurship trends, business growth, and sectoral distribution over time."
GDP,gst_statewise_fiscal_year_collection_view,"fiscal_year, state_name, cgst_crore, sgst_crore, igst_crore, cess_crore, total_crore, month",Auto-added metadata for view based on gst_statewise_tax_collection_data,RBI Goods and Services,https://www.gst.gov.in/download/gststatistics,2025-05-01 00:00:00,2025-10-31 16:20:07.738099,2028,"This dataset records monthly and yearly GST collections for each Indian state, detailing CGST, SGST, IGST, and CESS amounts.It enables trend analysis, state-wise comparisons, and assessment of GST’s contribution to overall revenue."
GDP,gst_statewise_fiscal_year_igst_settlement_view,"fiscal_year, month, month_numeric, state, regular_settlement_crore, adhoc_settlement_crore, total_crore",Auto-added metadata for view based on gst_settlement_of_igst_to_states,RBI Goods and Services,https://www.gst.gov.in/download/gststatistics,2025-05-01 00:00:00,2025-10-31 16:23:12.436623,2418,"This dataset details monthly IGST settlements from the central government to Indian states, covering both regular and adhoc components.It offers insights into state revenue flows, fiscal dynamics, and the impact of GST on state finances."
GDP,gst_statewise_fiscal_year_refund_view,"fiscal_year, state_name, cgst_refund_crore, sgst_refund_crore, igst_refund_crore, cess_refund_crore, total_refund_crore, month",Auto-added metadata for view based on gst_statewise_tax_collection_refund_data,RBI Goods and Services,https://www.gst.gov.in/download/gststatistics,2025-05-01 00:00:00,2025-10-31 16:27:55.879566,1976,"This dataset details monthly and yearly GST refunds for each Indian state, segmented into CGST, SGST, IGST, and CESS.It supports analysis of refund flows, system efficiency, and the fiscal health of states."
MSME,msme_global_view,"source, region, country, year, value",Auto-added metadata for view based on msme_global_data,Asian Development Bank / ERDI,https://data.adb.org/media/10421/download,2023-10-24 00:00:00,2025-10-31 16:29:38.367665,6556,Comparative international MSME data for regional economic analysis.
IIP,iip_india_yr_sctg,"id, base_year, year, sector_type, category, sub_category, iip_index, iip_growth_rate, data_source, released_on, updated_on",ALL INDIA - YEARLY SUBCATEGORY LEVEL - OK,MoSPI - Economic Statistics Division,https://esankhyiki.mospi.gov.in/,2025-05-28 00:00:00,2025-10-31 16:41:50.584677,429,Annual IIP index and growth trends across sectors and categories based on a base year.
IIP,iip_india_yr_subcatg_view,"id, base_year, year, sector_type, category, sub_category, iip_index, iip_growth_rate, data_source, released_on, updated_on",Auto-added metadata for view based on iip_india_yr_sctg,MoSPI - Economic Statistics Division,https://esankhyiki.mospi.gov.in/,2025-05-28 00:00:00,2025-10-31 16:44:22.868849,429,Annual IIP index and growth trends across sectors and categories based on a base year.
IIP,iip_india_mth_subcatg_view,"year, month, sector_type, category, sub_category, iip_index, iip_growth_rate, data_source, released_on, updated_on, date_stamp, month_numeric, fiscal_year",Auto-added metadata for view based on iip_india_mth_sctg,MoSPI - Economic Statistics Division,https://esankhyiki.mospi.gov.in/,2025-05-28 00:00:00,2025-10-31 16:49:27.843871,5313,"Monthly industrial production performance, enabling near real-time analysis of sectoral trends."
IIP,iip_india_mth_catg_view,"year, month, sector_type, category, sub_category, iip_index, iip_growth_rate, data_source, released_on, updated_on, date_stamp, month_numeric, fiscal_year",Auto-added metadata for view based on iip_india_mth_sctg,MoSPI - Economic Statistics Division,https://esankhyiki.mospi.gov.in/,2025-05-28 00:00:00,2025-10-31 16:51:19.546402,5313,"Monthly industrial production performance, enabling near real-time analysis of sectoral trends."
IIP,iip_india_yr_catg_view,"id, base_year, year, sector_type, category, sub_category, iip_index, iip_growth_rate, data_source, released_on, updated_on",Auto-added metadata for view based on iip_india_yr_sctg,MoSPI - Economic Statistics Division,https://esankhyiki.mospi.gov.in/,2025-05-28 00:00:00,2025-10-31 16:52:13.209181,429,Annual IIP index and growth trends across sectors and categories based on a base year.
GDP,gdp_india_fy_item_estimates,"year, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, primary_flag, secondary_flag, tertiary_flag, gva_at_basic_prices_flag, expenditure_component_flag, is_gdp_flag, data_updated_date",ANNUAL GDP ESTIMATES - ALL INDIA - OK,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 16:57:42.184824,364,"Contains annual GDP estimates by sector and expenditure components. Includes GDP values at constant and current prices, along with GVA growth rates. Flags indicate sectoral classification (primary, secondary, tertiary), and whether the item is a GVA component, GDP value, or expenditure element. Used for constructing GDP from both production and expenditure approaches. Includes metadata for last update date"
GDP,gdp_india_fy_expenditure_estimates_dtls_view,"year, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for detailed view based on gdp_india_fy_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:05:24.022828,364,"Provides detailed annual GDP expenditure estimates, including all expenditure components. Contains values at constant and current prices along with growth rates. Supports analysis of consumption, government spending, gross capital formation, and net exports contributing to overall GDP expenditure across fiscal years."
GDP,gdp_india_qtr_estimates_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for view based on gdp_india_qtr_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:11:48.438561,1197,Provides quarterly GDP estimates at constant and current prices along with GVA growth rates. Derived from gdp_india_qtr_item_estimates. Useful for tracking short-term economic performance and quarterly sectoral contributions.
GDP,gdp_india_qtr_primsector_estimates_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for view based on gdp_india_qtr_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:14:55.319308,1197,"Provides quarterly GDP estimates for the Primary Sector at constant and current prices, along with GVA growth rates. Derived from national GDP data to analyze agriculture, forestry, fishing, and mining performance in quarterly intervals."
GDP,gdp_india_qtr_secsector_estimates_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for view based on gdp_india_qtr_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:18:30.860806,1197,"Provides quarterly GDP estimates for the Secondary Sector at constant and current prices, along with GVA growth rates. Derived from national GDP data to analyze manufacturing, construction, electricity, gas, water supply, and related industries in quarterly intervals."
GDP,gdp_india_qtr_tersector_estimates_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for view based on gdp_india_qtr_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:19:03.093887,1197,"Provides quarterly GDP estimates for the Tertiary Sector at constant and current prices, along with GVA growth rates. Derived from national GDP data to analyze services such as trade, transport, communication, finance, real estate, and public administration."
GDP,gdp_india_qtr_tersector_estimates_dtls_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for detailed view based on gdp_india_qtr_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:19:30.214222,1197,"Provides detailed quarterly GDP estimates for the Tertiary Sector, including constant and current price values and GVA growth rates. Useful for in-depth analysis of service sector performance such as trade, transport, communication, finance, real estate, and public administration."
GDP,gdp_india_qtr_secsector_estimates_dtls_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for detailed view based on gdp_india_qtr_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:20:47.614103,1197,"Provides detailed quarterly GDP estimates for the Secondary Sector at both constant and current prices, including GVA growth rates. Useful for analyzing industrial performance, including manufacturing, construction, and utilities during each fiscal quarter."
GDP,gdp_india_qtr_primsector_estimates_dtls_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Auto-added metadata for detailed view based on gdp_india_qtr_item_estimates,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:22:14.44374,1197,"Provides detailed quarterly GDP estimates for the Primary Sector at both constant and current prices, along with GVA growth rates. Focuses on agriculture, forestry, fishing, and mining performance within India’s quarterly GDP framework."
GDP,gdp_state_fy_actuals,"id, state, year, gsva_constant_in_lakhs, gsva_current_in_lakhs, gsdp_constant_in_lakhs, gsdp_current_in_lakhs, population, per_capita_gsdp_constant, per_capita_gsdp_current, gsdp_current_yoy_percent, gsdp_constant_yoy_percent, released_on, updated_on, data_source","Auto-added metadata for new table replacing gdp_actuals_summary. Contains detailed state-level GSVA, GSDP, and per capita income data at both constant and current prices.",MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:25:56.333191,448,"Provides comprehensive annual economic output metrics for each Indian state, including GSVA and GSDP at constant and current prices, population estimates, per capita income, and year-on-year growth rates. Derived from state-level national accounts data for fiscal analysis."
GDP,gdp_state_fy_subindustry_actuals,"id, base_year, state, industry, sub_industry, primary_flag, secondary_flag, tertiary_flag, taxes_on_products, subsidies_on_products, year, constant_value_in_lakh, current_value_in_lakh, released_on, data_source, updated_on",Auto-added metadata for table derived from gdp_actuals_details as part of GDP ACTUALS restructuring,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:29:18.228026,11252,"Detailed state-wise and sub-industry-wise GDP data at constant and current prices. Includes sectoral (primary, secondary, tertiary) flags, tax and subsidy components for granular analysis of state economic performance."
GDP,gdp_state_fy_industry_actuals_view,"state, industry, year, constant_value_in_lakh, current_value_in_lakh, released_on, updated_on",Auto-added metadata for view based on gdp_state_fy_subindustry_actuals,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:30:42.640696,11252,Provides state-wise and industry-level GDP actuals at constant and current prices. Aggregated from sub-industry data to represent total GSVA and GSDP performance across sectors within each state and fiscal year.
GDP,gdp_state_fy_subindustry_actuals_view,"id, base_year, state, industry, sub_industry, primary_flag, secondary_flag, tertiary_flag, taxes_on_products, subsidies_on_products, year, constant_value_in_lakh, current_value_in_lakh, released_on, data_source, updated_on",Auto-added metadata for view based on gdp_state_fy_subindustry_actuals (excludes aggregated rows where sub_industry = '*').,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:32:05.364016,11252,"Provides state-wise and sub-industry-wise GDP actuals at constant and current prices, filtered to exclude aggregate (total) industry rows."
GDP,gdp_india_qtr_expenditure_estimates_dtls_view,"year, quarter, item, value_in_cr_const, growth_rate_const, value_in_cr_current, growth_rate_current, data_updated_date",Quarterly GDP expenditure estimates view filtered from gdp_india_qtr_item_estimates where expenditure_component_flag = true.,MoSPI - National Accounts Division,https://esankhyiki.mospi.gov.in/catalogue-main/catalogue?index=&page=0&product=NAS,2025-03-17 00:00:00,2025-10-31 17:35:09.479934,1197,"Provides detailed quarterly GDP expenditure estimates at constant and current prices, including growth rates. Derived from GDP item-level estimates table where expenditure_component_flag = true."
CPI,cpi_state_mth_subgrp_view,"base_year, year, month, month_numeric, state, sector, group_name, sub_group_name, inflation_index, inflation_rate, released_on, updated_on, data_source, date_stamp, fiscal_year",View mirroring the CPI sub-group level table for easier integration and analysis of monthly state-wise CPI data.,MoSPI - Price Statistics Division,https://esankhyiki.mospi.gov.in/macroindicators?product=cpi,2025-06-12 00:00:00,2025-10-31 17:45:15.050917,216435,Provides the same structure as cpi_state_mth_subgrp for downstream CPI processing and visualization.
CPI,cpi_india_mth_grp_view,"base_year, year, month, month_numeric, state, sector, group_name, inflation_index, inflation_rate, released_on, updated_on, data_source, date_stamp, fiscal_year",All-India monthly CPI group-level view derived from cpi_state_mth_subgrp where state = 'All India' and sub_group_name = '*'.,MoSPI - Price Statistics Division,https://esankhyiki.mospi.gov.in/macroindicators?product=cpi,2025-06-12 00:00:00,2025-10-31 17:46:57.467125,216435,Provides all-India monthly CPI data aggregated at the group level. Filtered from cpi_state_mth_subgrp where state = 'All India' and sub_group_name = '*' to represent national-level CPI indicators.
CPI,cpi_india_mth_subgrp_view,"id, base_year, year, month, month_numeric, state, sector, group_name, sub_group_name, inflation_index, inflation_rate, released_on, updated_on, data_source, date_stamp, fiscal_year",All-India monthly CPI subgroup-level view derived from cpi_state_mth_subgrp where state = 'All India' and sub_group_name <> '*'.,MoSPI - Price Statistics Division,https://esankhyiki.mospi.gov.in/macroindicators?product=cpi,2025-06-12 00:00:00,2025-10-31 17:47:53.860047,216435,"Provides All-India monthly CPI data at a subgroup level derived from cpi_state_mth_subgrp, excluding aggregate subgroup entries. Useful for analyzing detailed inflation components across consumption categories."
MSME,msme_state_ureg_recent,"state, micro, small, medium, total_udyam, ime_uap, total_msme, data_source, released_on, updated_on","Latest MSME Udyam registration data by state, including enterprise size and totals, replacing msme_udyam_registrations_by_state.",Ministry of MSME,https://dashboard.msme.gov.in/Udyam_Statewise.aspx,2025-05-01 00:00:00,2025-10-31 17:52:23.626032,37,"Updated state-level MSME registration statistics including micro, small, medium units and total counts from Udyam portal."
MSME,msme_india_mth_subgrp_bankcredit,"id, year, month, month_numeric, sector, group_name, subgroup, effective_date, outstanding_as_on, unit, released_on, updated_on, data_source, date_stamp, fiscal_year",,Reserve Bank of India,https://www.rbi.org.in/scripts/Data_Sectoral_Deployment.aspx,2025-05-30 00:00:00,2025-06-18 00:00:00,21672,Credit growth and performance of MSME sectors across time.
MSME,msme_india_mth_sector_bankcredit_view,"id, year, month, month_numeric, sector, group_name, subgroup, effective_date, outstanding_as_on, unit, released_on, updated_on, data_source, date_stamp, fiscal_year",,Reserve Bank of India,https://www.rbi.org.in/scripts/Data_Sectoral_Deployment.aspx,2025-05-30 00:00:00,2025-06-18 00:00:00,21672,Credit growth and performance of MSME sectors across time.
